,Country Code,Year,Country Name,Corruption Perception Index,IncomeGroup,region_USAID,region_WorldBank,Gni Growth (Annual %),Claims On Central Government (Annual Growth As % Of Broad Money),Claims On Private Sector (Annual Growth As % Of Broad Money),"Inflation, Gdp Deflator: Linked Series (Annual %)","Foreign Direct Investment, Net Inflows (% Of Gdp)",Broad Money Growth (Annual %),"Foreign Direct Investment, Net Outflows (% Of Gdp)","Intentional Homicides (Per 100,000 People)",Food Production Index (2004-2006 = 100),"Inflation, Consumer Prices (Annual %)",Net Barter Terms Of Trade Index (2000 = 100),Exports Of Goods And Services (% Of Gdp),Price Level Ratio Of Ppp Conversion Factor (Gdp) To Market Exchange Rate,Total Tax And Contribution Rate (% Of Profit),Bank Liquid Reserves To Bank Assets Ratio (%),Total Reserves (% Of Total External Debt),Gross Savings (% Of Gdp),Merchandise Exports To Low- And Middle-Income Economies Within Region (% Of Total Merchandise Exports),Merchandise Exports To Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Exports),Domestic Private Health Expenditure (% Of Current Health Expenditure)
2565,MDA,2013,Moldova,35.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,9.121883812,0.37350862,13.06702947,3.9238514589999998,2.54699411,26.51081898,0.323902509,4.147661664,99.76,4.5978789739999995,73.49486817,32.09261325,0.39634556200000004,39.4,20.50413339,45.46420961,19.71948031,63.92676051,1.9065952869999998,43.37581635
2572,MDA,2014,Moldova,35.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,4.2991634119999995,-2.433575775,-2.929584727,6.352184102000001,3.629043549,5.081810502,0.429327639,4.2961579830000005,92.94,5.088785546,70.87412094,31.17069499,0.37711352,39.4,15.06402574,36.85911248,20.061367399999998,58.01588561,3.212466538,39.25133133
2579,MDA,2015,Moldova,33.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,-2.969416841,0.29232347,1.5947177680000002,9.564365528,2.912307984,-2.982447208,0.09438065,4.642930402,78.23,9.676240331,74.93696863,31.89545137,0.295246009,39.9,19.896154199999998,28.768818100000004,17.79149731,53.20781722,3.605871272,47.18154907
2586,MDA,2016,Moldova,30.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,4.125604376,-1.066688082,-4.98471338,5.674085229,1.095090294,10.22312251,0.165149379,4.9188234269999995,97.43,6.35930898,77.10092388,32.30911536,0.271471212,40.4,31.13389553,35.378557799999996,18.41042065,53.1283463,4.669359719,47.50074768
2593,MDA,2017,Moldova,31.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,4.990870384,-1.277019257,-1.301409413,6.2502787589999995,1.596420182,9.223629032,0.111067907,3.473174163,96.27571999999999,6.570229975,77.00889604,31.09876186,0.30122717600000004,40.5,38.581263899999996,40.1152958,16.83636209,52.70223911,3.28677441,44.68406296
2600,MDA,2018,Moldova,33.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,3.378459181,2.180132315,2.119522661,3.180022993,2.7219938260000003,7.9658035179999995,0.3686697,4.096792902,117.41478000000001,3.045053973,74.17034287,30.13870506,0.334307013,40.3,40.41902553,41.05349594,15.1270435,51.56550048,3.88860962,44.86245228
2607,MDA,2019,Moldova,32.0,Lower middle income,Europe and Eurasia (E&E),Europe & Central Asia,2.975021351,1.913915908,5.805295367,5.491334137999999,4.960170645,8.121631368,0.392624762,4.137866746,114.71488000000001,4.837783514,78.05921426,30.52041376,0.331405909,38.7,38.71939739,38.43446615,16.41299497,50.00818283,3.689255186,44.91742619
2614,MNG,2005,Mongolia,,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,9.121177764,-10.0157673,27.69466424,20.09843877,7.434995703999999,34.60630221,0.091144282,15.75346072,97.7,12.71656741,121.25657859999998,58.76938379,0.18414214899999998,40.0,21.83722835,23.85834558,39.55757389,48.12540107,4.823315329,35.61628342
2622,MNG,2006,Mongolia,,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,9.320874053999999,-33.69361283,32.9019194,21.98677158,7.189689659,34.76983,1.593412847,13.13087812,96.83,5.095166617,167.61943109999999,59.44326508,0.222752665,40.0,16.18194757,48.15458747,45.95742489,68.07438898,3.529025545,29.30725479
2630,MNG,2007,Mongolia,30.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,9.373984605,-16.47154538,55.17008622,11.62856765,8.801887026000001,56.27129325,0.301081477,11.37319142,105.59,9.630963096,173.6585263,59.61444843,0.244074563,40.0,13.891724800000002,57.51655698,41.03180192,72.51072089,3.756104731,26.5187149
2638,MNG,2008,Mongolia,30.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,8.601563593,4.336458682,23.11313325,21.44875375,15.02161543,-5.573533199,0.111013809,8.055020348,117.84,27.95566502,183.4925071,54.01703592,0.291916125,33.9,14.34717472,30.07437495,29.96148884,64.62818963,3.8734397639999996,23.52391243
2646,MNG,2009,Mongolia,27.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,2.463914259,-6.428372172,1.773156505,1.8267036890000001,13.60448462,26.99172375,1.173806079,8.190608551,142.02,7.619505935,164.30702250000002,50.27799933,0.239193916,24.4,32.93163083,44.44556382,27.22845591,74.98245964,2.634125714,24.76079178
2654,MNG,2010,Mongolia,27.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,9.545658214,-3.98337998,23.61204466,39.17818796,23.52633713,62.48646841,0.866907434,8.787081299,113.95,10.04620659,202.93732780000002,46.67898258,0.348647472,24.7,46.59829805,38.59283161,26.63044842,84.98593791,2.108453289,30.27305222
2662,MNG,2011,Mongolia,27.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,16.76430645,-11.43672562,51.16450638,15.11926549,43.91211162,37.02960373,0.90839937,9.601650617999999,122.54,8.411214953,207.0786221,52.55355505,0.421588555,24.7,31.97582688,25.4202302,30.40358846,87.06797981,2.169901171,34.3772583
2670,MNG,2012,Mongolia,36.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,12.72128445,-26.03792765,24.43768565,12.78437885,34.75598261,18.72814323,0.525960827,7.045000917,129.25,14.33033483,191.6508808,43.57215120000001,0.425507268,24.9,31.18976531,26.50592625,27.6982751,88.21177163,1.8193556419999999,33.46789932
2678,MNG,2013,Mongolia,38.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,14.49992663,27.37983201,54.96777785,2.9078483389999996,16.37007552,24.18161539,0.32574511100000003,7.113651514,141.92,10.49065676,177.25795730000002,38.89023748,0.413851584,24.8,38.01653437,11.7191674,26.28005202,86.82249652,1.837072728,39.23569489
2686,MNG,2014,Mongolia,39.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,5.103239038,11.19795455,17.97218252,7.448836598,2.762588323,12.50222074,0.875812952,7.244624438,154.51,12.25398081,162.2331156,52.24899869,0.37612239399999997,24.7,29.85924438,7.794866353,23.44557552,87.91203507,1.254471,36.99568939
2694,MNG,2015,Mongolia,39.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,2.488374461,5.360072187,-6.683884794,1.733009104,0.802747344,-5.504200357999999,0.097096969,7.137061257999999,151.46,5.726872247,149.12583,45.64559477,0.36393895200000004,24.7,23.53314938,6.027797805,20.69556569,83.67190521,1.822525068,39.23032761
2702,MNG,2016,Mongolia,38.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,0.844468187,11.78475117,11.53019277,2.228752217,-37.15476254,20.99248667,0.129376175,6.020237158,160.19,0.742300726,150.7372483,50.20095542,0.340711993,24.7,27.69926954,5.06648962,24.18583965,79.38844496,1.2642109129999999,34.99586105
2710,MNG,2017,Mongolia,36.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,-2.174081209,-15.85230722,9.601135349,10.52940749,13.07878846,30.45325898,0.42547944,6.134007839,153.82654,4.310762541,185.91633330000002,59.79464133,0.32438865100000003,24.7,44.30852011,10.48440597,21.22607757,85.13413221,1.365192877,35.47568512
2718,MNG,2018,Mongolia,37.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,12.74835243,-4.356454783,20.5431237,8.411834917,14.88719591,22.78200487,0.213039631,6.182547929,151.88506,6.8124359420000005,190.63161589999999,58.47234962,0.33902368299999996,24.7,47.63512447,12.08333617,25.95080128,93.01445601,1.5380710569999998,35.51154622
2726,MNG,2019,Mongolia,35.0,Lower middle income,East Asia and Pacific (EAP),East Asia & Pacific,2.448026995,-8.801073928,2.31460763,8.318809802999999,17.63783662,6.97869787,0.916588686,6.0713221189999995,152.14696,7.304815975,163.8734851,61.33934743,0.33504307699999997,25.7,53.79370885,13.82284382,22.94705267,91.68112432,2.03330837,35.37210296
2734,MNE,2005,Montenegro,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,7.595830526,-26.06303704,36.60859006,4.334586169,27.89389939,83.38031696,0.9265499970000001,3.5691804510000003,93.10346,2.356457776,108.27175940000001,43.54912468,0.44199700000000003,33.0524,33.39476516,31.79292493,12.54277641,41.59040582,2.0406389959999998,38.36417304
2737,MNE,2006,Montenegro,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,5.751183857999999,-6.861938283,111.171823,10.10695903,23.25918417,119.15660120000001,1.756327358,4.046204418,100.0,2.924512581,104.7262325,40.56154301,0.42366807,33.2,28.00091133,33.81558298,4.822119252,30.65367074,0.936660072,40.60251087
2740,MNE,2007,Montenegro,33.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,6.3760316360000004,-7.4160842229999995,153.1077437,16.04153649,25.46675154,98.8445988,4.325928613,1.936877173,79.22,4.347122157,101.5815315,43.00301064,0.480169885,33.2,24.777019,53.01445153,-4.601068415,28.35137672,0.28231468,40.76705856
2743,MNE,2008,Montenegro,34.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,7.607798022000001,3.957662983,29.97096539,7.629128131,21.45494086,-10.11177416,2.425989666,3.8627935719999997,74.69,8.758727696000001,101.5086956,39.51974845,0.533256421,33.8,22.97342691,29.00409514,-8.279728562,35.05678515,0.664245935,41.33138556
2746,MNE,2009,Montenegro,39.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,-7.121893071000001,-4.098524875,-25.20846013,2.407908901,37.27248349,-8.985775404,1.101418029,3.371149064,67.98,3.4667237319999997,110.21411370000001,34.33086631,0.516093156,30.1,23.94878955,24.29727195,-0.768278018,44.90709616,0.48320620299999995,36.82628457
2749,MNE,2010,Montenegro,37.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,1.797151467,3.1344160910000003,-14.02036723,1.604194621,18.31889868,3.2329352289999997,0.655547085,2.402771838,65.1,0.65494657,109.52397420000001,37.04440512,0.489718265,29.2,23.18811128,12.27256898,1.206289027,41.20948965,0.8645940540000001,36.921548200000004
2752,MNE,2011,Montenegro,40.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,4.845435595,9.737346213,-18.08914205,1.202703549,12.26614123,1.85931323,0.39651009200000004,3.358543735,71.73,3.4501431119999997,110.11966100000001,42.34884361,0.5057008270000001,24.6,22.45261425,7.0993888929999995,4.255690588,33.37718167,2.4135101580000002,33.81626069
2755,MNE,2012,Montenegro,41.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,-1.7767354569999998,10.77127632,-3.4927099360000002,0.177023195,15.12152544,7.9111933610000005,0.681415984,2.715954315,60.28,4.14524725,102.5670022,43.67248294,0.47509651,21.8,23.02221485,7.418473608999999,5.145024111000001,44.97296989,1.7065591340000001,34.16167596
2758,MNE,2013,Montenegro,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,3.848706015,4.025894228,2.001472274,2.066970274,9.996709982999999,4.176593207,0.395178445,1.596571841,67.3,2.205892681,104.1726022,41.34236,0.483470723,21.8,21.24520208,8.113556698,8.225724323,53.82721149,2.9721110860000004,38.318911
2761,MNE,2014,Montenegro,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,1.087010161,2.158393442,-0.588026609,1.036214323,10.81826057,10.04620972,0.606916154,3.191574244,63.16,-0.7105140520000001,100.2851064,40.143704799999995,0.480651171,21.8,21.22910068,10.07781294,7.767222577999999,59.65687523,3.6513701710000004,38.20241874
2764,MNE,2015,Montenegro,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,4.413823818,7.09727698,2.315240565,2.219594211,17.26030557,12.53166205,0.305641906,2.711509721,69.18,1.5486915819999998,101.7086699,42.11807213,0.39891699,21.8,18.85200127,10.96402672,9.124161148999999,50.5595525,6.27534546,38.29509417
2767,MNE,2016,Montenegro,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,1.480911859,6.266175678,5.227859281000001,5.10108992,5.179361994,10.452138,-4.2237188880000005,4.463780408,63.25,-0.271385023,101.7074848,40.60065571,0.388918624,22.2,18.95252051,12.69468476,9.832667166,46.33377111,7.991126202,38.37127617
2770,MNE,2017,Montenegro,46.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,6.210947625,4.897396906,6.895268088,3.824946972,11.54432481,12.99137455,0.227994969,2.390198275,91.81052,2.380235991,103.21605290000001,41.0551905,0.397583873,22.1,21.85177261,14.14778101,14.17827608,49.04193895,2.951923926,38.25644303
2773,MNE,2018,Montenegro,45.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,4.02855371,12.72558126,7.3816659389999995,3.2261077960000004,8.819206598,2.55165406,1.9354112319999999,2.229998901,94.63861999999999,2.6112164719999997,102.2511587,42.87500027,0.416740273,22.2,19.78144917,15.12397032,14.88798264,44.98610776,4.244117084,38.31565834
2776,MNE,2019,Montenegro,45.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,2.635556951,9.676197966,5.0063263430000005,1.571325005,8.266907722000001,7.856427302999999,1.2305999859999999,2.39861185,95.6062,1.133720598,102.24695940000001,44.0777408,0.38419068700000003,22.2,19.2316929,14.21441391,15.96506564,47.76500289,5.17614204,38.15769629
2779,MAR,2005,Morocco,,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,3.854255502,1.7456266409999999,6.326096122,1.190540613,2.679705952,14.05838363,0.11888292800000001,1.5399485469999998,93.2,0.98264166,99.34864491,30.91915923,0.421012544,51.7,15.15398513,101.51157859999999,32.38592333,2.513012979,15.41107409,73.7881546
2785,MAR,2006,Morocco,,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,7.457839265,0.48950381200000004,7.3418682010000005,1.5480307580000001,3.5850197710000002,18.08860955,0.656855758,1.616637,109.82,3.28476167,100.3030027,32.7553598,0.418246302,51.7,13.68195822,115.52724779999998,33.58478333,2.716044417,16.50245702,62.83398819
2791,MAR,2007,Morocco,35.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,3.731650877,0.855221693,13.15881391,3.5950548010000003,3.5750949939999996,17.54713314,0.79955628,1.65898304,92.75,2.042085127,98.35365105,34.57168008,0.45302100700000003,52.9,13.34399641,119.2038969,33.92983514,2.6567403069999997,16.142886400000002,58.76366043
2797,MAR,2008,Morocco,35.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,6.0756470479999996,0.285470907,10.68352182,4.530497095,2.666048499,13.31147831,0.34151837399999996,1.3508025719999999,102.45,3.714843115,115.958114,35.74235068,0.49100079999999996,52.9,10.09023912,108.16264650000001,34.16711966,2.884346605,24.8943793,59.53003311
2803,MAR,2009,Morocco,33.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,3.000337052,-1.126249013,4.829017906,0.146912227,2.120969595,7.0069740000000005,0.5156485479999999,1.352998287,121.41,0.9718629990000001,106.4576175,28.00317442,0.469419617,49.4,6.372948248999999,95.32059599,29.77827655,4.082895363,19.23703442,56.78477859
2809,MAR,2010,Morocco,34.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,3.833659732,-0.76868853,5.940077141000001,0.975621692,1.330904482,4.195405743,0.62218229,1.394411914,125.06,0.9935574009999999,104.89206429999999,32.23301862,0.44849490799999997,49.7,4.970451901000001,86.86152139,29.71475762,3.785589692,22.21478522,59.65428925
2815,MAR,2011,Morocco,34.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,4.94129691,2.34627894,5.958114527999999,-0.690980556,2.487274621,6.438345872,0.244669002,1.345256187,128.37,0.90692491,104.89206429999999,34.70003427,0.45393342600000003,49.7,4.072295766,67.29651904,28.06868476,2.868939962,25.13763205,58.29690552
2821,MAR,2012,Morocco,37.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,2.6403633159999997,2.45009688,3.1227743930000003,0.36933523,2.8920944210000004,4.518011101,0.36590662,1.152160445,123.11,1.287122401,123.8066892,34.929547899999996,0.434568261,49.7,3.1909265810000003,50.58755579,25.25143526,3.9455743310000004,25.22972876,56.90787506
2827,MAR,2013,Morocco,37.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,5.263061095,2.406767317,0.506380972,1.307292036,3.146163799,3.088162985,0.41628513100000003,1.2724040620000001,127.77,1.880654667,122.7638019,32.77764352,0.451369896,48.8,3.281483058,47.83256409,27.02568361,3.289602117,24.68189919,55.40379715
2833,MAR,2014,Morocco,39.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,1.656475851,-0.543714893,1.922929713,0.377809577,3.202529638,6.19965031,0.39172981700000004,1.038243692,131.56,0.442310054,121.11113470000001,34.63240888,0.479861841,49.0,2.259303212,47.28175298,26.54022034,2.858888944,23.36095475,59.08215714
2839,MAR,2015,Morocco,36.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,4.952927471000001,0.391655025,-0.149603312,2.1290482440000003,3.21498327,5.690502032,0.648936804,1.243378935,139.01,1.5579071130000002,117.6284646,34.80004049,0.409291543,49.1,2.775973734,52.81973165,28.85054322,3.5932280739999998,24.81557065,58.29769516
2845,MAR,2016,Morocco,37.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,1.0234799209999998,-0.48734243899999996,1.577320005,1.483157005,2.084337943,4.736322588999999,0.560547372,1.6910418680000001,118.49,1.635311143,136.98807240000002,35.35153455,0.40724312100000004,49.3,3.855852643,54.1154853,28.25089189,4.089483138,21.97179022,57.33621216
2851,MAR,2017,Morocco,40.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,4.196117078,2.1126836140000003,1.77517996,0.6829858409999999,2.442808135,5.5458207879999994,0.9225419359999999,2.1387664859999997,122.8512,0.754663249,132.3517479,37.21311213,0.415130041,49.8,3.493524397,52.59358533,29.17398796,2.4916242019999997,22.91458116,56.87336349
2857,MAR,2018,Morocco,43.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,2.8357279319999997,2.7749375260000004,1.6864006040000001,1.066023346,3.005720249,4.060129461,0.6621948529999999,1.415522885,122.85512,1.912959405,128.2889279,38.73468363,0.423241845,49.8,3.738760482,49.87829439,27.68290315,2.353940014,22.17808406,56.35873894
2863,MAR,2019,Morocco,41.0,Lower middle income,Middle East and North Africa (MENA),Middle East & North Africa,2.466223641,0.7142920620000001,2.9584295239999996,0.84,1.3474477409999999,3.77806066,0.870049252,1.604186057,122.93534,0.19606552100000002,129.529317,39.13941976,0.409407917,45.8,3.432245591,84.15392965,27.64701655,3.5226790039999996,22.52700285,56.51444364
2869,MOZ,2005,Mozambique,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.289406331,-12.34929781,16.78099734,7.415900115,1.438111806,26.98408103,0.171055417,5.313769294,95.98,6.427552781,103.5799998,27.01568599,0.595253417,37.0,21.18218272,18.40093265,8.070098911,22.46720812,4.493480224,10.16750813
2870,MOZ,2006,Mozambique,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.509668865,-10.39334942,13.55011833,7.922842056,2.74487196,23.34153165,1.5097679130000001,4.240964989,103.09,13.24508791,117.532453,27.07153277,0.56610672,37.0,18.99622869,25.23316339,10.00413666,20.17442416,4.078245633,10.439017300000001
2871,MOZ,2007,Mozambique,28.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,8.868663711,3.608108886,7.697504797000001,7.577358322,3.99762441,24.24730295,0.16671458,3.91725882,103.48,8.489486755,112.4757936,27.32779042,0.58298397,37.0,17.36978532,29.2187268,12.12695496,22.57751366,3.385194336,10.74518013
2872,MOZ,2008,Mozambique,26.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,7.847381375,-2.294418173,23.75618468,5.74267566,5.100720968,20.3045412,0.39565221,4.466571105,100.44,14.502805300000002,104.81340829999999,26.44687726,0.643014804,37.0,17.86759592,29.75826737,13.80831888,13.69605403,3.041530269,11.75247383
